track_id,Genotype,start,end,duration
4121,MUT,16,45,124
4122,MUT,16,16,1
4123,MUT,17,17,1
4124,MUT,17,22,15
4125,MUT,17,18,2
4126,MUT,18,19,2
4127,MUT,18,21,4
4128,MUT,19,19,1
4129,MUT,19,19,1
4130,MUT,19,30,12
4131,MUT,19,33,35
4132,MUT,19,26,8
4133,MUT,20,20,1
4134,MUT,21,45,54
4135,MUT,21,22,2
4136,MUT,21,21,1
4137,MUT,21,21,1
4138,MUT,22,22,1
4139,MUT,22,22,1
4140,MUT,22,26,5
4141,MUT,22,23,2
4142,MUT,22,23,2
4143,MUT,23,23,1
4144,MUT,23,23,1
4145,MUT,23,23,1
4146,MUT,23,23,1
4147,MUT,23,24,2
4148,MUT,23,43,60
4149,MUT,23,43,53
4150,MUT,23,24,2
4151,MUT,23,24,2
4152,MUT,24,24,1
4153,MUT,24,26,3
4154,MUT,24,24,1
4155,MUT,25,25,1
4156,MUT,25,26,2
4157,MUT,25,40,22
4158,MUT,26,27,2
4159,MUT,26,26,1
4160,MUT,26,32,19
4161,MUT,26,31,9
4162,MUT,27,30,4
4163,MUT,27,29,6
4164,MUT,27,31,8
4165,MUT,28,33,9
4166,MUT,28,28,1
4167,MUT,28,37,10
4168,MUT,29,30,2
4169,MUT,29,34,6
4170,MUT,29,45,23
4171,MUT,30,30,1
4172,MUT,30,32,3
4173,MUT,30,30,1
4174,MUT,30,32,3
4175,MUT,30,32,3
4176,MUT,30,31,2
4177,MUT,30,30,1
4178,MUT,31,31,1
4179,MUT,31,33,3
4180,MUT,31,31,1
4181,MUT,31,31,1
4182,MUT,31,31,1
4183,MUT,31,41,14
4184,MUT,32,33,2
4185,MUT,32,33,2
4186,MUT,32,35,4
4187,MUT,32,35,10
4188,MUT,33,33,1
4189,MUT,33,33,1
4190,MUT,33,33,1
4191,MUT,33,35,6
4192,MUT,33,34,2
4193,MUT,33,34,2
4194,MUT,33,33,1
4195,MUT,34,35,2
4196,MUT,34,35,2
4197,MUT,34,34,1
4198,MUT,34,34,1
4199,MUT,34,34,1
4200,MUT,34,34,1
4201,MUT,35,36,2
4202,MUT,35,35,1
4203,MUT,35,35,1
4204,MUT,35,39,5
4205,MUT,35,40,6
4206,MUT,35,35,1
4207,MUT,35,45,97
4208,MUT,35,35,1
4209,MUT,35,44,16
4210,MUT,36,36,1
4211,MUT,36,36,1
4212,MUT,36,40,5
4213,MUT,36,36,1
4214,MUT,36,36,1
4215,MUT,36,36,1
4216,MUT,37,37,1
4217,MUT,37,38,2
4218,MUT,37,37,1
4219,MUT,37,38,2
4220,MUT,37,45,67
4221,MUT,37,37,1
4222,MUT,38,45,14
4223,MUT,38,38,1
4224,MUT,38,39,2
4225,MUT,38,38,1
4226,MUT,39,39,1
4227,MUT,39,40,2
4228,MUT,39,41,3
4229,MUT,39,41,3
4230,MUT,39,39,1
4231,MUT,39,39,1
4232,MUT,40,45,9
4233,MUT,40,43,4
4234,MUT,40,43,10
4235,MUT,40,40,1
4236,MUT,40,40,1
4237,MUT,40,40,1
4238,MUT,40,40,1
4239,MUT,41,42,2
4240,MUT,42,45,4
4241,MUT,42,45,4
4242,MUT,42,45,7
4243,MUT,42,42,1
4244,MUT,43,43,1
4245,MUT,43,43,1
4246,MUT,43,43,1
4247,MUT,43,43,1
4248,MUT,43,45,11
4249,MUT,43,45,3
4250,MUT,43,45,6
4251,MUT,44,44,1
4252,MUT,44,44,1
4253,MUT,44,44,1
4254,MUT,45,45,1
4255,MUT,45,45,1
4256,MUT,45,45,1
4257,MUT,45,45,1
4258,MUT,45,45,1
4259,MUT,45,45,1
4260,MUT,45,45,1
4261,MUT,45,45,1
4262,MUT,45,45,1
